order,family,subfamily,genus,subgenus,species,spauthor,year_described,common_name,gaa_name,syn1,syn2,syn3,syn4,syn5,syn6,itis_names,iucn,isocc,Genus_species,Tympanic.membrane,Tympanic.annulus,Columella,Collapsed_SVL,Microhabitat,Source,alt_mean,alt_min,alt_max,latitude_mean,latitude_min,latitude_max,mean_temp,min_temp,max_temp,df,ActiveTime,ear
Anura,Bufonidae,,Sclerophrys,,chudeaui,"(Chabanaud, 1919)",1919,Bata Marsh Toad,Sclerophrys chudeaui,Bufo_chudeaui,_Amietophrynus_chudeaui,NA,NA,NA,NA,Bufo chudeaui,Data Deficient (DD),SN,Sclerophrys_chudeaui,0,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,cristiglans,"(Inger & Menzies, 1961)",NA,,Sclerophrys cristiglans,Bufo_cristiglans,NA,NA,NA,NA,NA,Bufo cristiglans,Data Deficient (DD),SL,Sclerophrys_cristiglans,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,danielae,"(Perret, 1977)",NA,,Sclerophrys danielae,Bufo_danielae,NA,NA,NA,NA,NA,Bufo danielae,Data Deficient (DD),CI,Sclerophrys_danielae,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,dodsoni,"(Boulenger, 1895)",NA,"Dodson's Toad, dufda 'a 'ilba",Sclerophrys dodsoni,Amietophrynus_dodsoni,NA,NA,NA,NA,NA,,Least Concern (LC),"DJ,ET,SO,SD,EG",Sclerophrys_dodsoni,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,fuliginata,"(De Witte, 1932)",NA,,Sclerophrys fuliginata,Bufo_fuliginatus,NA,NA,NA,NA,NA,Bufo fuliginatus,Least Concern (LC),"CD,TZ,ZM",Sclerophrys_fuliginata,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,garmani,"(Meek, 1897)",1897,English: Garman's Toad; Zulu: Ixoxo eliluhlaza okotshani,Sclerophrys garmani,Bufo_garmani,NA,NA,NA,NA,NA,Bufo garmani,Least Concern (LC),"AO,BW,ET,KE,MZ,NA,SO,ZA,SZ,TZ,ZM,ZW",Sclerophrys_garmani,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,gracilipes,"(Boulenger, 1899)",NA,,Sclerophrys gracilipes,Bufo_gracilipes,_Amietophrynus_gracilipes,NA,NA,NA,NA,Bufo gracilipes,Least Concern (LC),"CM,CD,GQ,GA,NG",Sclerophrys_gracilipes,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,gutturalis,"(Power, 1927)",1927,English: Guttural Toad; Zulu: Ixoxo lembodlomanea,Sclerophrys gutturalis,Bufo_gutturalis,NA,NA,NA,NA,NA,Bufo gutturalis,Least Concern (LC),"AO,BW,CD,KE,LS,MW,MU,MZ,NA,,SO,ZA,SZ,TZ,UG,ZM,ZW",Sclerophrys_gutturalis,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,kassasii,"(Baha El Din, 1993)",NA,"Nile Valley Toad, dufdu'at al-qasas",Sclerophrys kassasii,Bufo_kassasii,NA,NA,NA,NA,NA,Bufo kassasii,Least Concern (LC),EG,Sclerophrys_kassasii,1,1,1inf,NA,aquatic,AmphibiaWeb 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,kerinyagae,"(Keith, 1968)",NA,,Sclerophrys kerinyagae,Bufo_kerinyagae,NA,NA,NA,NA,NA,Bufo kerinyagae,Least Concern (LC),"TZ,UG,KE,ET",Sclerophrys_kerinyagae,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,kisoloensis,"(Loveridge, 1932)",NA,Kisolo Toad,Sclerophrys kisoloensis,Bufo_kisoloensis,_Bufo_regularis_kisoloensis,_Bufo_regularis_marakwetensis,NA,NA,NA,"Bufo kisoloensis, Bufo regularis kisoloensis, Bufo regularis marakwetensis",Least Concern (LC),"CD,KE,MW,RW,TZ,UG,ZM",Sclerophrys_kisoloensis,1,1,1inf,NA,terrestrial,du Preez and Carruthers 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,latifrons,"(Boulenger, 1900)",NA,,Sclerophrys latifrons,Bufo_latifrons,NA,NA,NA,NA,NA,Bufo latifrons,Least Concern (LC),"AO,CM,CG,CD,GQ,GA",Sclerophrys_latifrons,1,1,1inf,NA,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,lemairii,"(Boulenger, 1901)",NA,Lemaire's Toad,Sclerophrys lemairii,Bufo_lemairii,NA,NA,NA,NA,NA,Bufo lemairii,Least Concern (LC),"AO,BW,CG,CD,ZM",Sclerophrys_lemairii,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,maculata,"(Hallowell, 1854)",NA,Flat-backed Toad,Sclerophrys maculata,Bufo_maculatus,NA,NA,NA,NA,NA,Bufo maculatus,Least Concern (LC),"BJ,CM,CI,GH,MZ,NG,SN,SL",Sclerophrys_maculata,1,1,1,NA,terrestrial,Ršdel 2000; Vonesh 1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,mauritanica,"(Schlegel, 1841)",NA,Mauritanian Toad,Sclerophrys mauritanica,Bufo_mauritanicus,NA,NA,NA,NA,NA,,Least Concern (LC),"DZ,MA,TN",Sclerophrys_mauritanica,1,1,1,NA,terrestrial,IUCN 2014,529.6046512,5,1985,34.40331302,28.98333,37.05,170.1627907,115,208,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,pardalis,"(Hewitt, 1935)",NA,Leopard Toad,Sclerophrys pardalis,Bufo_pardalis,_Bufo_regularis_pardalis,_Amietophrynus_pardalis,NA,NA,NA,"Bufo pardalis, Bufo regularis pardalis",Least Concern (LC),ZA,Sclerophrys_pardalis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,pentoni,"(Anderson, 1893)",NA,Penton's toad,Sclerophrys pentoni,Amietophrynus_pentoni,_Bufo_pentoni,NA,NA,NA,NA,,Least Concern (LC),"BJ,BF,CM,DJ,ER,GM,GH,GN,ML,MR,NE,NG,SN,SS,SD",Sclerophrys_pentoni,?,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,perreti,"(Schi√∏tz, 1963)",NA,,Sclerophrys perreti,Bufo_perreti,NA,NA,NA,NA,NA,Bufo perreti,Critically Endangered (CR),NG,Sclerophrys_perreti,1,1,1inf,NA,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,poweri,"(Hewitt, 1935)",NA,Power's Toad,Sclerophrys poweri,Bufo_poweri,_Bufo_regularis_poweri,NA,NA,NA,NA,"Bufo poweri, Bufo regularis poweri",Least Concern (LC),"AO,BW,MZ,NA,ZA",Sclerophrys_poweri,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,reesi,"(Poynton, 1977)",NA,,Sclerophrys reesi,Bufo_reesi,NA,NA,NA,NA,NA,Bufo reesi,Data Deficient (DD),TZ,Sclerophrys_reesi,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,regularis,"(Reuss, 1833)",NA,Common African toad,Sclerophrys regularis,Amietophrynus_regularis,_Bufo_regularis,NA,NA,NA,NA,Bufo regularis,Least Concern (LC),"AO,BJ,BF,CM,CF,TD,CG,CD,EG,GQ,ER,ET,GA,GM,GH,GN,GW,KE,LR,MW,ML,MR,NE,NG,RE,RW,SN,SL,SD,TZ,TG,UG",Sclerophrys_regularis,1,1,1,130,NA,NA,739.3509615,3,3095,6.895666621,-5.86611,30.9761,237.8229665,143,296,1420,__,Y
Anura,Bufonidae,,Sclerophrys,,steindachneri,"(Pfeffer, 1893)",NA,,Sclerophrys steindachneri,Amietophrynus_steindachneri,_Bufo_steindachneri,NA,NA,NA,NA,Bufo steindachneri,Least Concern (LC),"CM,ET,KE,NG,SO,SS,TZ,UG",Sclerophrys_steindachneri,1,1,1inf,0,NA,NA,163.5454545,2,1238,-1.32754,-3.415,9.3833,260.4090909,224,280,2141.8,__,Y
Anura,Bufonidae,,Sclerophrys,,superciliaris,"(Boulenger, 1888)",NA,,Sclerophrys superciliaris,Amietophrynus_superciliaris,_Bufo_superciliaris,NA,NA,NA,NA,Bufo superciliaris,Least Concern (LC),"BJ,CM,CF,CG,CD,CI,GQ,GA,GH,LR,NG,TG",Sclerophrys_superciliaris,1,1,1inf,NA,NA,NA,544.7,11,962,3.430833,1.84943,8.556,242.75,232,261,NA,__N,Y
Anura,Bufonidae,,Sclerophrys,,taiensis,"(R√∂del & Ernst, 2000)",NA,,Sclerophrys taiensis,Bufo_amieti,_Bufo_taiensis,NA,NA,NA,NA,"Bufo amieti, Bufo taiensis",Endangered (EN),CI,Sclerophrys_taiensis,1,1,1inf,NA,terrestrial,AmphibiaWeb 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,tuberosa,"(G√ºnther, 1858)",1858,,Sclerophrys tuberosa,Bufo_tuberosus,NA,NA,NA,NA,NA,Bufo tuberosus,Least Concern (LC),"CM,CF,CG,CD,GQ,GA",Sclerophrys_tuberosa,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,urunguensis,"(Loveridge, 1932)",NA,,Sclerophrys urunguensis,Bufo_urunguensis,NA,NA,NA,NA,NA,Bufo urunguensis,Vulnerable (VU),"TZ,ZM",Sclerophrys_urunguensis,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,vittata,"(Boulenger, 1906)",NA,,Sclerophrys vittata,Bufo_vittatus,NA,NA,NA,NA,NA,Bufo vittatus,Data Deficient (DD),"TZ,KE,UG",Sclerophrys_vittata,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Sclerophrys,,xeros,"(Tandy, Tandy, Keith & Duff-MacKay, 1976)",NA,,Sclerophrys xeros,Amietophrynus_xeros,_Bufo_xeros,NA,NA,NA,NA,Bufo xeros,Least Concern (LC),"DZ,BF,CM,TD,DJ,ER,ET,GN,KE,LY,ML,MR,NE,NG,SN,SL,SO,SD,TZ,UG,EH",Sclerophrys_xeros,1,1,1,97,NA,NA,716.5454545,15,1774,3.648764464,-3.41667,24.5615,248.1818182,184,293,700,__N,Y
Anura,Bufonidae,,Strauchbufo,,raddei,"(Strauch, 1876)",NA,Mongolian Toad,Strauchbufo raddei,Bufo_raddei,_Bufo_koslovi,_Bufo_brevipes,NA,NA,NA,"Bufo raddei, Bufo koslovi, Bufo brevipes",Least Concern (LC),"CN,KP,MN,RU",Strauchbufo_raddei,1,1,1,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524,__,Y
Anura,Bufonidae,,Truebella,,skoptes,"Graybeal & Cannatella, 1995",NA,,Truebella skoptes,,NA,NA,NA,NA,NA,,Data Deficient (DD),PE,Truebella_skoptes,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Bufonidae,,Truebella,,tothastes,"Graybeal & Cannatella, 1995",NA,,Truebella tothastes,,NA,NA,NA,NA,NA,,Endangered (EN),PE,Truebella_tothastes,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Bufonidae,,Vandijkophrynus,,amatolicus,"(Hewitt, 1925)",NA,Amatola Toad,Vandijkophrynus amatolicus,Bufo_amatolicus,_Bufo_angusticeps_amatolica,NA,NA,NA,NA,"Bufo amatolicus, Bufo angusticeps amatolica",Critically Endangered (CR),ZA,Vandijkophrynus_amatolicus,1,1,1inf,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2171,__,Y
Anura,Bufonidae,,Vandijkophrynus,,angusticeps,"(Smith, 1848)",NA,Sand Toad,Vandijkophrynus angusticeps,Bufo_angusticeps,NA,NA,NA,NA,NA,Bufo angusticeps,Least Concern (LC),ZA,Vandijkophrynus_angusticeps,1,1,1,58,NA,NA,296.8,17,985,-33.464745,-34.21651,-31.4,163,131,194,1838,__,Y
Anura,Bufonidae,,Vandijkophrynus,,gariepensis,"(Smith, 1848)",NA,Karoo Toad,Vandijkophrynus gariepensis,Bufo_gariepensis,NA,NA,NA,NA,NA,Bufo gariepensis,Least Concern (LC),"LS,ZW",Vandijkophrynus_gariepensis,1,1,1,95,NA,NA,1108.386364,66,3060,-30.40793841,-33.75633,-27.28333,150,58,188,1500,__,Y
Anura,Bufonidae,,Vandijkophrynus,,inyangae,"(Poynton, 1963)",NA,Inyanga Toad,Vandijkophrynus inyangae,Bufo_inyangae,_Bufo_gariepensis_inyangae,NA,NA,NA,NA,"Bufo inyangae, Bufo gariepensis inyangae",Vulnerable (VU),"MZ,ZW",Vandijkophrynus_inyangae,1,1,1inf,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Vandijkophrynus,,robinsoni,"(Branch & Braack, 1996)",NA,Paradise Toad,Vandijkophrynus robinsoni,Bufo_robinsoni,NA,NA,NA,NA,NA,Bufo robinsoni,Least Concern (LC),ZA,Vandijkophrynus_robinsoni,0,1,1inf,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1423,__,Y
Anura,Bufonidae,,Werneria,,mertensiana,"Amiet, 1976",NA,,Werneria mertensiana,,NA,NA,NA,NA,NA,,Critically Endangered (CR),CM,Werneria_mertensiana,0,0inf,0,47.7,terrestrial-torrential,IUCN 2014,1624,1624,1624,4.90833,4.90833,4.90833,212,212,212,NA,D__,N
Anura,Bufonidae,,Werneria,,preussi,"(Matschie, 1893)",NA,Buca Small-tongue Toad,Werneria preussi,Werneria_fulva,_Bufo_preussi,_Atelopus_africanus,NA,NA,NA,"Werneria fulva, Bufo preussi, Atelopus africanus",Endangered (EN),"TG,CM",Werneria_preussi,0,0,0,NA,semi.aquatic,AmphibiaWeb 2016,958.3333333,843,1056,4.3809,4.15,4.8333,191,187,199,NA,D__N,N
Anura,Bufonidae,,Wolterstorffina,,mirei,"(Perret, 1971)",NA,,Wolterstorffina mirei,,NA,NA,NA,NA,NA,,Endangered (EN),CM,Wolterstorffina_mirei,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Bufonidae,,Wolterstorffina,,parvipalmata,"(Werner, 1898)",NA,,Wolterstorffina parvipalmata,,NA,NA,NA,NA,NA,,Critically Endangered (CR),"CM,GQ,NG",Wolterstorffina_parvipalmata,0,0inf,0,33,NA,NA,1669.833333,1466,1960,4.406133333,4.1167,4.9867,145.6666667,102,199,NA,__,N
Anura,Calyptocephalellidae,,Calyptocephalella,,gayi,"(Dum√©ril & Bibron, 1841)",NA,"Helmeted Water Toad, Chilean Giant Frog",Calyptocephalella gayi,Calyptocephalus_gayi,_Caudiverbera_caudiverbera,NA,NA,NA,NA,,Vulnerable (VU),CL,Calyptocephalella_gayi,1,1,1,320,aquatic,AmphibiaWeb 2016,159.6666667,4,449,-37.46174,-39.8,-35.77225,122.3333333,118,130,866,__,Y
Anura,Calyptocephalellidae,,Telmatobufo,,australis,"Formas, 1972",NA,Pelado Mountains False Toad,Telmatobufo australis,,NA,NA,NA,NA,NA,,Least Concern (LC),CL,Telmatobufo_australis,0,0,0,NA,semi.aquatic,AmphibiaWeb 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Calyptocephalellidae,,Telmatobufo,,bullocki,"Schmidt, 1952",NA,Bullock‚Äôs False Toad,Telmatobufo bullocki,,NA,NA,NA,NA,NA,,Endangered (EN),CL,Telmatobufo_bullocki,0,0,0,83,terrestrial,AmphibiaWeb 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Calyptocephalellidae,,Telmatobufo,,venustus,"(Philippi, 1899)",NA,Chile Mountains False Toad,Telmatobufo venustus,,NA,NA,NA,NA,NA,,Endangered (EN),CL,Telmatobufo_venustus,0,0,0,70.8,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Centrolenidae,Centroleninae,Centrolene,,ballux,"(Duellman & Burrowes, 1989)",NA,"Burrowes' Giant Glass Frog, Golden-flecked Glass Frog,Gold-dust Glassfrog, Rana de Cristal Polvo de Oro",Centrolene ballux,,NA,NA,NA,NA,NA,,Endangered (EN),"CO,EC",Centrolene_ballux,?,1,1inf,23.3,arboreal,IUCN 2014,2182,2182,2182,-0.24528,-0.24528,-0.24528,153,153,153,NA,__,Y
Anura,Centrolenidae,Centroleninae,Centrolene,,buckleyi,"(Boulenger, 1882)",NA,"Buckley‚Äôs Glassfrog, Rana de Cristal de Buckley.",Centrolene buckleyi,,NA,NA,NA,NA,NA,,Vulnerable (VU),"CO,EC,PE",Centrolene_buckleyi,0,1,1inf,32.8,semi.arboreal,IUCN 2014,2925.032258,1594,3595,0.005452581,-5.31944,8.74778,113.4516129,67,178,2500,__,Y
Anura,Centrolenidae,Centroleninae,Centrolene,,condor,"Cisneros-Heredia & Morales-Mite, 2008",2008,"Condor Glassfrog, Rana de Cristal del C√≥ndor",Centrolene condor,,NA,NA,NA,NA,NA,,Data Deficient (DD),EC,Centrolene_condor,0,1,1inf,27.6,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Centrolenidae,Centroleninae,Centrolene,,geckoideum,"Jim√©nez de la Espada, 1872",NA,"Gecko Glassfrog, Rana de Cristal Geco",Centrolene geckoideum,,NA,NA,NA,NA,NA,,Critically Endangered (CR),"EC,CO",Centrolene_geckoideum,1,1,1inf,74.5,torrential,IUCN 2014,2314.5,2182,2447,1.550275,-0.24528,3.34583,127,101,153,3843,__,Y
Anura,Centrolenidae,Centroleninae,Centrolene,,heloderma,"(Duellman, 1981)",NA,"Bumpy Glassfrog, Pichincha Giant Glass Frog, Warty Glassfrog, Rana de Cristal Verrugosa",Centrolene heloderma,,NA,NA,NA,NA,NA,,Vulnerable (VU),"CO,EC",Centrolene_heloderma,?,1,1inf,32.3,arboreal,IUCN 2014,2169,2117,2208,-0.168083333,-0.24528,-0.01667,155.3333333,153,160,NA,D__,Y
Anura,Centrolenidae,Centroleninae,Centrolene,,peristicta,"(Lynch and Duellman, 1973)",NA,"Dappled Glassfrog, Rana de Cristal Punteada.",Centrolene peristictum,Centrolene_peristictum,NA,NA,NA,NA,NA,,Vulnerable (VU),"CO,EC",Centrolene_peristicta,1,1,1inf,20.6,arboreal,IUCN 2014,1647.333333,1445,1880,0.11324,-0.41639,1.16083,174.6666667,172,180,6877.9,__,Y
Anura,Centrolenidae,Centroleninae,Centrolene,,pipilatum,"(Lynch & Duellman, 1973)",NA,"Peeping Glassfrog, Rana de Cristal Piadora",Centrolene pipilatum,,NA,NA,NA,NA,NA,,Endangered (EN),EC,Centrolene_pipilatum,1,1,1inf,23.1,arboreal,IUCN 2014,1642,1642,1642,-0.11667,-0.11667,-0.11667,187,187,187,NA,__,Y
Anura,Centrolenidae,Centroleninae,Centrolene,,venezuelense,"(Rivero, 1968)",1997,,Centrolene venezuelense,,NA,NA,NA,NA,NA,,Least Concern (LC),VE,Centrolene_venezuelense,?,1,1inf,0,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4316.2,__N,Y
Anura,Centrolenidae,Centroleninae,Cochranella,,euknemos,"(Savage & Starrett, 1967)",NA,"Fringe-Limbed Tree Frog, Ranita de Cristal",Cochranella euknemos,,NA,NA,NA,NA,NA,,Least Concern (LC),"CO,PA,CR",Cochranella_euknemos,1,1,1,32,arboreal,IUCN 2014,1207.111111,43,1668,6.138797778,5.24238,7.01667,208.2222222,181,261,4200,__N,Y
Anura,Centrolenidae,Centroleninae,Cochranella,,litoralis,"(Ruiz-Carranza & Lynch, 1996)",NA,"Litoral Glassfrog, Rana de Cristal del Litoral.",Cochranella litoralis,,NA,NA,NA,NA,NA,,Vulnerable (VU),"CO,EC",Cochranella_litoralis,?,1,1inf,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Centrolenidae,Centroleninae,Cochranella,,nola,"Harvey, 1996",NA,,Cochranella nola,,NA,NA,NA,NA,NA,,Least Concern (LC),"BO,PE",Cochranella_nola,?,1,1inf,25.7,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,5460,__,Y
Anura,Centrolenidae,Centroleninae,Espadarana,,andina,"(Rivero, 1968)",NA,Andes Giant Glass Frog,Espadarana andina,,NA,NA,NA,NA,NA,,Least Concern (LC),"CO,VE",Espadarana_andina,1,1,1inf,29.5,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,5673.21,__,Y
Anura,Centrolenidae,Centroleninae,Espadarana,,callistomma,"(Guayasamin & Trueb, 2007)",2007,"Beautiful eyes Glassfrog, Rana de cristal de ojos bellos",Espadarana callistomma,,NA,NA,NA,NA,NA,,Least Concern (LC),EC,Espadarana_callistomma,1,1,1,31.2,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Centrolenidae,Centroleninae,Espadarana,,prosoblepon,"(Boettger, 1892)",NA,"Emerald Glass Frog, Nicaragua Giant Glassfrog, Variable Glassfrog, Rana de Cristal Variable",Espadarana prosoblepon,,NA,NA,NA,NA,NA,,Least Concern (LC),"CO,CR,EC,HN,NI,PA",Espadarana_prosoblepon,1,1,1inf,31,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,5758,__N,Y
Anura,Centrolenidae,Centroleninae,Ikakogi,,tayrona,"(Ruiz-Carranza & Lynch, 1991)",NA,Magdalena Giant Glass Frog,Ikakogi tayrona,,NA,NA,NA,NA,NA,,Vulnerable (VU),CO,Ikakogi_tayrona,0,1,1,30.8,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Centrolenidae,Centroleninae,Nymphargus,,bejaranoi,"(Cannatella, 1980)",NA,,Nymphargus bejaranoi,Cochranella_bejaranoi,NA,NA,NA,NA,NA,Cochranella bejaranoi,Endangered (EN),BO,Nymphargus_bejaranoi,1,1,1inf,26.5,arboreal,IUCN 2014,1144,1144,1144,-20.7,-20.7,-20.7,210,210,210,3527,__,Y
Anura,Centrolenidae,Centroleninae,Nymphargus,,cochranae,"(Goin, 1961)",NA,"Cochran‚Äôs Glassfrog, Rana de Cristal de Cochran",Nymphargus cochranae,Cochranella_cochranae,NA,NA,NA,NA,NA,Cochranella cochranae,Vulnerable (VU),EC,Nymphargus_cochranae,1,1,1inf,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Centrolenidae,Centroleninae,Nymphargus,,grandisonae,"(Cochran & Goin, 1970)",NA,"Red-spotted Glassfrog, Measles‚Äô Glassfrog, Grandison‚Äôs Glassfrog, Rana de Cristal Sarampiona, Rana de Cristal de Grandison.",Nymphargus grandisonae,,NA,NA,NA,NA,NA,,Least Concern (LC),"EC,CO",Nymphargus_grandisonae,?,1,1inf,30,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3587,__,Y
Anura,Centrolenidae,Centroleninae,Nymphargus,,griffithsi,"(Goin, 1961)",NA,"Griffiths‚Äô Glassfrog, Rana de Cristal de Griffiths.",Nymphargus griffithsi,Cochranella_griffithsi,NA,NA,NA,NA,NA,Cochranella griffithsi,Least Concern (LC),"EC,CO",Nymphargus_griffithsi,?,1,1inf,26.6,arboreal,IUCN 2014,1608.75,868,2018,4.2324375,-0.41639,6.79888,179.3333333,160,209,4107.4,__N,Y
Anura,Centrolenidae,Centroleninae,Nymphargus,,megacheirus,"(Lynch & Duellman, 1973)",NA,"Large-handed Glassfrog, Rana de Cristal de manos grandes",Nymphargus megacheirus,Cochranella_megacheira,NA,NA,NA,NA,NA,Cochranella megacheira,Endangered (EN),"EC,CO",Nymphargus_megacheirus,?,1,1inf,32.8,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Centrolenidae,Centroleninae,Nymphargus,,posadae,"(Ruiz-Carranza & Lynch, 1995)",NA,"Posada‚Äôs Glassfrog, Rana de Cristal de Posada",Nymphargus posadae,Cochranella_posadae,NA,NA,NA,NA,NA,Cochranella posadae,Least Concern (LC),"CO,EC,PE",Nymphargus_posadae,0,1,1inf,34.1,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Centrolenidae,Centroleninae,Nymphargus,,siren,"(Lynch & Duellman, 1973)",NA,"Siren Glassfrog, Rana de Cristal sirena",Nymphargus siren,Cochranella_siren,NA,NA,NA,NA,NA,Cochranella siren,Vulnerable (VU),"PE,EC,CO",Nymphargus_siren,1,1,1inf,22,NA,NA,1723,1503,1898,-0.29,-0.45972,-0.19167,181.3333333,168,192,NA,__,Y
Anura,Centrolenidae,Centroleninae,Nymphargus,,wileyi,"(Guayasamin, Bustamante, Almeida-Reinoso & Funk, 2006)",2006,"Wiley‚Äôs Glassfrog, Rana de Cristal de Wiley",Nymphargus wileyi,,NA,NA,NA,NA,NA,,Data Deficient (DD),EC,Nymphargus_wileyi,1,1,1inf,31.9,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Centrolenidae,Centroleninae,Rulyrana,,adiazeta,"(Ruiz-Carranza & Lynch, 1991)",NA,,Rulyrana adiazeta,,NA,NA,NA,NA,NA,,Vulnerable (VU),CO,Rulyrana_adiazeta,?,1,1inf,28.8,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Centrolenidae,Centroleninae,Rulyrana,,flavopunctata,"(Lynch & Duellman, 1973)",NA,"Yellow-spotted Glassfrog, Rana de Cristal de Puntos Amarillos",Rulyrana flavopunctata,,NA,NA,NA,NA,NA,,Least Concern (LC),"CO,EC",Rulyrana_flavopunctata,?,1,1inf,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
